GANTT_FILE


# sequences   = 32
# motifs      = 99
motif length  = 10


species sequence lengths:

	human      : 2000
	orangutan  : 2000
	gibbon     : 2000
	baboon     : 2000
	macaque    : 2000
	galago     : 2000
	rabbit     : 2000
	gpig       : 2000
	mouse      : 2000
	nrat       : 2000
	squirrel   : 2000
	eushrew    : 2000
	megabat    : 2000
	microbat   : 2000
	orca       : 2000
	dolphin    : 2000
	sheep      : 2000
	cow        : 2000
	horse      : 2000
	rhino      : 2000
	cat        : 2000
	ferret     : 2000
	dog        : 2000
	walrus     : 2000
	panda      : 2000
	armadillo  : 2000
	elephant   : 2000
	manatee    : 2000
	turtle     : 2000
	chicken    : 1662
	wfrog      : 2000
	coelacanth : 2000


Motif number	Species   	Position	F/R	Match score
          34	galago    	389     	F	8       
          34	galago    	533     	F	8       
          34	galago    	663     	F	8       
          34	galago    	707     	F	8       
          34	galago    	708     	F	8       
          34	galago    	709     	F	8       
          34	galago    	710     	F	8       
          34	galago    	711     	F	8       
          34	galago    	712     	F	8       
          34	rabbit    	215     	F	8       
          34	rabbit    	218     	F	8       
          34	rabbit    	353     	F	8       
          34	gpig      	309     	R	8       
          34	gpig      	310     	R	8       
          34	gpig      	311     	R	8       
          34	gpig      	312     	R	8       
          34	gpig      	313     	R	8       
          34	gpig      	314     	R	8       
          34	gpig      	315     	R	8       
          34	gpig      	316     	R	8       
          34	gpig      	427     	R	8       
          34	gpig      	428     	R	8       
          34	gpig      	429     	R	8       
          34	gpig      	430     	R	8       
          34	gpig      	431     	R	8       
          34	gpig      	432     	R	8       
          34	gpig      	433     	R	8       
          34	gpig      	434     	R	8       
          34	gpig      	435     	R	8       
          34	gpig      	436     	R	8       
          34	gpig      	437     	R	8       
          34	gpig      	438     	R	8       
          34	mouse     	142     	F	8       
          34	mouse     	145     	F	8       
          34	mouse     	146     	F	8       
          34	mouse     	147     	F	8       
          34	mouse     	148     	F	8       
          34	mouse     	149     	F	8       
          34	mouse     	150     	F	8       
          34	mouse     	151     	F	8       
          34	mouse     	152     	F	8       
          34	mouse     	153     	F	8       
          34	mouse     	154     	F	8       
          34	mouse     	155     	F	8       
          34	mouse     	156     	F	8       
          34	mouse     	157     	F	8       
          34	mouse     	158     	F	8       
          34	mouse     	408     	F	8       
          34	mouse     	414     	F	8       
          34	mouse     	756     	R	8       
          34	mouse     	757     	R	8       
          34	mouse     	758     	R	8       
          34	mouse     	761     	R	8       
          34	mouse     	764     	R	8       
          34	mouse     	769     	R	8       
          34	mouse     	770     	R	8       
          34	mouse     	773     	R	8       
          34	mouse     	776     	R	8       
          34	nrat      	66      	F	9       
          34	squirrel  	259     	F	9       
          34	eushrew   	238     	F	9       
          34	megabat   	228     	F	8       
          34	microbat  	316     	F	9       
          34	microbat  	319     	F	9       
          34	orca      	425     	F	8       
          34	orca      	563     	F	8       
          34	orca      	566     	F	8       
          34	orca      	567     	F	8       
          34	orca      	568     	F	8       
          34	orca      	569     	F	8       
          34	orca      	570     	F	8       
          34	orca      	571     	F	8       
          34	orca      	572     	F	8       
          34	orca      	573     	F	8       
          34	orca      	578     	F	8       
          34	orca      	580     	F	8       
          34	orca      	581     	F	8       
          34	orca      	583     	F	8       
          34	orca      	598     	F	8       
          34	orca      	804     	R	8       
          34	dolphin   	234     	F	8       
          34	dolphin   	368     	F	8       
          34	dolphin   	574     	R	8       
          34	sheep     	521     	F	8       
          34	sheep     	652     	F	8       
          34	sheep     	653     	F	8       
          34	sheep     	654     	F	8       
          34	cow       	542     	F	8       
          34	cow       	543     	F	8       
          34	cow       	544     	F	8       
          34	cow       	545     	F	8       
          34	cow       	546     	F	8       
          34	cow       	547     	F	8       
          34	cow       	548     	F	8       
          34	cow       	549     	F	8       
          34	horse     	531     	F	9       
          34	rhino     	148     	R	8       
          34	rhino     	521     	F	8       
          34	rhino     	858     	R	8       
          34	cat       	106     	R	8       
          34	cat       	475     	F	8       
          34	cat       	611     	F	8       
          34	cat       	612     	F	8       
          34	cat       	613     	F	8       
          34	cat       	614     	F	8       
          34	cat       	615     	F	8       
          34	cat       	616     	F	8       
          34	cat       	617     	F	8       
          34	cat       	618     	F	8       
          34	cat       	619     	F	8       
          34	cat       	620     	F	8       
          34	cat       	621     	F	8       
          34	cat       	622     	F	8       
          34	cat       	623     	F	8       
          34	cat       	624     	F	8       
          34	cat       	625     	F	8       
          34	cat       	626     	F	8       
          34	cat       	627     	F	8       
          34	cat       	628     	F	8       
          34	cat       	629     	F	8       
          34	ferret    	45      	F	8       
          34	ferret    	194     	F	8       
          34	ferret    	197     	F	8       
          34	ferret    	198     	F	8       
          34	ferret    	199     	F	8       
          34	ferret    	200     	F	8       
          34	ferret    	575     	R	8       
          34	ferret    	579     	R	8       
          34	ferret    	587     	R	8       
          34	ferret    	595     	R	8       
          34	ferret    	596     	R	8       
          34	ferret    	599     	R	8       
          34	ferret    	602     	R	8       
          34	dog       	129     	F	9       
          34	walrus    	463     	F	8       
          34	walrus    	466     	F	8       
          34	walrus    	519     	F	8       
          34	walrus    	650     	F	8       
          34	walrus    	651     	F	8       
          34	walrus    	652     	F	8       
          34	walrus    	653     	F	8       
          34	walrus    	654     	F	8       
          34	walrus    	655     	F	8       
          34	walrus    	656     	F	8       
          34	walrus    	657     	F	8       
          34	walrus    	658     	F	8       
          34	walrus    	659     	F	8       
          34	walrus    	660     	F	8       
          34	panda     	190     	F	8       
          34	panda     	193     	F	8       
          34	panda     	246     	F	8       
          34	panda     	379     	F	8       
          34	panda     	380     	F	8       
          34	panda     	381     	F	8       
          34	panda     	382     	F	8       
          34	panda     	383     	F	8       
          34	panda     	384     	F	8       
          34	panda     	385     	F	8       
          34	panda     	386     	F	8       
          34	panda     	387     	F	8       
          34	armadillo 	280     	F	10      
          34	elephant  	248     	F	8       
          34	elephant  	383     	F	8       
          34	elephant  	384     	F	8       
          34	elephant  	385     	F	8       
          34	elephant  	386     	F	8       
          34	elephant  	387     	F	8       
          34	elephant  	388     	F	8       
          34	elephant  	389     	F	8       
          34	elephant  	390     	F	8       
          34	elephant  	391     	F	8       
          34	elephant  	392     	F	8       
          34	elephant  	393     	F	8       
          34	elephant  	394     	F	8       
          34	elephant  	395     	F	8       
          34	elephant  	396     	F	8       
          34	elephant  	397     	F	8       
          34	elephant  	398     	F	8       
          34	elephant  	399     	F	8       
          34	elephant  	400     	F	8       
          34	manatee   	545     	R	9       
          34	turtle    	941     	F	9       
          34	chicken   	371     	F	8       
          34	chicken   	1571    	R	8       
          34	chicken   	1572    	R	8       
          34	chicken   	1573    	R	8       
          34	chicken   	1574    	R	8       
          34	chicken   	1575    	R	8       
          34	chicken   	1576    	R	8       
          34	chicken   	1577    	R	8       
          34	chicken   	1578    	R	8       
          34	chicken   	1579    	R	8       
          34	chicken   	1580    	R	8       
          34	chicken   	1581    	R	8       
          34	chicken   	1582    	R	8       
          34	chicken   	1583    	R	8       
          34	chicken   	1584    	R	8       
          34	chicken   	1585    	R	8       
          34	chicken   	1586    	R	8       
          34	wfrog     	182     	R	8       
          34	wfrog     	240     	F	8       
          34	wfrog     	531     	R	8       
          34	wfrog     	641     	F	8       
          34	wfrog     	644     	F	8       
          34	wfrog     	652     	F	8       
          34	wfrog     	712     	F	8       
          34	wfrog     	1162    	R	8       
          34	wfrog     	1305    	R	8       
          34	wfrog     	1332    	F	8       
          34	wfrog     	1348    	R	8       
          34	wfrog     	1352    	F	8       
          34	wfrog     	1469    	F	8       
          34	wfrog     	1472    	F	8       
          34	wfrog     	1475    	F	8       
          34	wfrog     	1476    	F	8       
          34	wfrog     	1477    	F	8       
          34	wfrog     	1478    	F	8       
          34	wfrog     	1479    	F	8       
          34	wfrog     	1505    	F	8       
          34	coelacanth	207     	F	8       
          34	coelacanth	458     	F	8       
          34	coelacanth	582     	R	8       
          34	coelacanth	583     	R	8       
          34	coelacanth	584     	R	8       
          34	coelacanth	585     	R	8       
          34	coelacanth	586     	R	8       
          34	coelacanth	587     	R	8       
          34	coelacanth	678     	F	8       
          34	coelacanth	993     	F	8       
          34	coelacanth	996     	F	8       
          34	coelacanth	1082    	R	8       
          34	coelacanth	1132    	F	8       
          34	coelacanth	1560    	F	8       
          34	coelacanth	1640    	F	8       
          34	coelacanth	1965    	R	8       

          35	human     	984     	R	9       
          35	human     	1835    	F	9       
          35	orangutan 	1489    	R	9       
          35	gibbon    	57      	F	8       
          35	gibbon    	355     	F	8       
          35	gibbon    	489     	F	8       
          35	gibbon    	582     	R	8       
          35	gibbon    	1641    	R	8       
          35	gibbon    	1817    	R	8       
          35	baboon    	1931    	R	9       
          35	macaque   	985     	R	9       
          35	macaque   	1834    	F	9       
          35	galago    	1623    	R	9       
          35	rabbit    	799     	R	8       
          35	rabbit    	968     	R	8       
          35	rabbit    	985     	F	8       
          35	rabbit    	1008    	F	8       
          35	rabbit    	1164    	F	8       
          35	rabbit    	1292    	F	8       
          35	rabbit    	1313    	R	8       
          35	rabbit    	1480    	F	8       
          35	rabbit    	1525    	F	8       
          35	rabbit    	1531    	F	8       
          35	rabbit    	1640    	F	8       
          35	gpig      	714     	R	9       
          35	mouse     	85      	R	8       
          35	mouse     	287     	F	8       
          35	mouse     	1721    	F	8       
          35	mouse     	1768    	F	8       
          35	mouse     	1877    	F	8       
          35	mouse     	1945    	F	8       
          35	nrat      	341     	R	8       
          35	nrat      	523     	R	8       
          35	nrat      	1770    	F	8       
          35	nrat      	1817    	F	8       
          35	nrat      	1926    	F	8       
          35	squirrel  	709     	R	9       
          35	squirrel  	863     	F	9       
          35	eushrew   	1147    	R	9       
          35	eushrew   	1254    	R	9       
          35	megabat   	654     	R	9       
          35	microbat  	734     	F	10      
          35	orca      	24      	F	8       
          35	orca      	896     	R	8       
          35	orca      	1061    	F	8       
          35	orca      	1296    	F	8       
          35	orca      	1544    	R	8       
          35	orca      	1567    	R	8       
          35	orca      	1748    	F	8       
          35	dolphin   	666     	R	8       
          35	dolphin   	1066    	F	8       
          35	dolphin   	1314    	R	8       
          35	dolphin   	1337    	R	8       
          35	dolphin   	1517    	F	8       
          35	dolphin   	1585    	F	8       
          35	dolphin   	1748    	F	8       
          35	sheep     	1343    	R	9       
          35	cow       	1236    	R	9       
          35	horse     	952     	R	9       
          35	rhino     	950     	R	9       
          35	cat       	915     	R	9       
          35	ferret    	231     	F	8       
          35	ferret    	285     	F	8       
          35	ferret    	405     	F	8       
          35	ferret    	438     	R	8       
          35	ferret    	716     	F	8       
          35	ferret    	808     	F	8       
          35	ferret    	1114    	F	8       
          35	ferret    	1199    	F	8       
          35	ferret    	1252    	R	8       
          35	ferret    	1366    	R	8       
          35	ferret    	1567    	F	8       
          35	dog       	1544    	F	9       
          35	walrus    	953     	R	9       
          35	panda     	674     	R	9       
          35	armadillo 	258     	R	8       
          35	armadillo 	725     	R	8       
          35	armadillo 	867     	F	8       
          35	armadillo 	1042    	R	8       
          35	armadillo 	1354    	F	8       
          35	armadillo 	1468    	F	8       
          35	armadillo 	1589    	F	8       
          35	armadillo 	1619    	R	8       
          35	armadillo 	1634    	R	8       
          35	armadillo 	1669    	R	8       
          35	armadillo 	1832    	F	8       
          35	elephant  	527     	R	8       
          35	elephant  	1086    	F	8       
          35	elephant  	1128    	R	8       
          35	elephant  	1547    	F	8       
          35	elephant  	1770    	F	8       
          35	manatee   	278     	F	8       
          35	manatee   	414     	F	8       
          35	manatee   	449     	R	8       
          35	manatee   	746     	F	8       
          35	manatee   	1074    	F	8       
          35	manatee   	1117    	R	8       
          35	manatee   	1534    	F	8       
          35	turtle    	192     	R	7       
          35	turtle    	194     	R	7       
          35	turtle    	212     	R	7       
          35	turtle    	493     	R	7       
          35	turtle    	587     	F	7       
          35	turtle    	1058    	F	7       
          35	turtle    	1732    	R	7       
          35	turtle    	1750    	R	7       
          35	chicken   	592     	F	8       
          35	chicken   	693     	R	8       
          35	chicken   	981     	R	8       
          35	chicken   	1309    	R	8       
          35	chicken   	1547    	F	8       
          35	wfrog     	378     	R	8       
          35	wfrog     	762     	R	8       
          35	wfrog     	1733    	R	8       
          35	wfrog     	1803    	F	8       
          35	wfrog     	1917    	R	8       
          35	wfrog     	1930    	F	8       
          35	coelacanth	1833    	R	8       

          36	human     	1163    	R	9       
          36	human     	1493    	R	9       
          36	orangutan 	421     	R	8       
          36	orangutan 	1278    	R	8       
          36	orangutan 	1314    	F	8       
          36	orangutan 	1668    	R	8       
          36	gibbon    	994     	F	8       
          36	gibbon    	1966    	F	8       
          36	baboon    	96      	R	8       
          36	baboon    	1721    	R	8       
          36	macaque   	1492    	R	9       
          36	galago    	1182    	R	9       
          36	rabbit    	40      	R	8       
          36	rabbit    	141     	R	8       
          36	rabbit    	491     	F	8       
          36	rabbit    	605     	F	8       
          36	rabbit    	826     	R	8       
          36	rabbit    	970     	F	8       
          36	rabbit    	1182    	R	8       
          36	rabbit    	1234    	F	8       
          36	rabbit    	1290    	R	8       
          36	rabbit    	1361    	F	8       
          36	rabbit    	1366    	F	8       
          36	rabbit    	1412    	F	8       
          36	rabbit    	1654    	F	8       
          36	rabbit    	1712    	R	8       
          36	gpig      	1351    	F	9       
          36	mouse     	1724    	R	9       
          36	nrat      	1773    	R	9       
          36	squirrel  	493     	F	8       
          36	squirrel  	846     	F	8       
          36	squirrel  	1134    	R	8       
          36	squirrel  	1231    	R	8       
          36	squirrel  	1403    	F	8       
          36	squirrel  	1449    	F	8       
          36	squirrel  	1564    	R	8       
          36	eushrew   	579     	F	9       
          36	eushrew   	1284    	F	9       
          36	megabat   	443     	R	8       
          36	megabat   	595     	F	8       
          36	megabat   	972     	F	8       
          36	megabat   	1172    	R	8       
          36	megabat   	1196    	F	8       
          36	megabat   	1350    	F	8       
          36	megabat   	1395    	F	8       
          36	megabat   	1697    	R	8       
          36	megabat   	1848    	R	8       
          36	microbat  	1848    	R	9       
          36	orca      	684     	R	8       
          36	orca      	1260    	F	8       
          36	orca      	1406    	R	8       
          36	orca      	1429    	F	8       
          36	orca      	1581    	F	8       
          36	orca      	1627    	F	8       
          36	dolphin   	454     	R	8       
          36	dolphin   	1030    	F	8       
          36	dolphin   	1176    	R	8       
          36	dolphin   	1199    	F	8       
          36	dolphin   	1351    	F	8       
          36	dolphin   	1397    	F	8       
          36	dolphin   	1583    	R	8       
          36	dolphin   	1643    	F	8       
          36	dolphin   	1680    	F	8       
          36	dolphin   	1929    	R	8       
          36	sheep     	332     	F	9       
          36	cow       	230     	F	8       
          36	cow       	1251    	F	8       
          36	cow       	1538    	F	8       
          36	cow       	1610    	F	8       
          36	horse     	1267    	F	9       
          36	rhino     	738     	R	9       
          36	rhino     	1274    	F	9       
          36	cat       	711     	R	9       
          36	ferret    	283     	R	9       
          36	dog       	743     	R	9       
          36	walrus    	742     	R	9       
          36	walrus    	1935    	R	9       
          36	panda     	470     	R	9       
          36	armadillo 	1645    	F	9       
          36	elephant  	447     	F	8       
          36	elephant  	1248    	F	8       
          36	elephant  	1402    	F	8       
          36	elephant  	1448    	F	8       
          36	elephant  	1543    	R	8       
          36	elephant  	1652    	R	8       
          36	elephant  	1803    	R	8       
          36	manatee   	336     	R	8       
          36	manatee   	401     	F	8       
          36	manatee   	470     	R	8       
          36	manatee   	1232    	F	8       
          36	manatee   	1386    	F	8       
          36	manatee   	1432    	F	8       
          36	manatee   	1657    	F	8       
          36	manatee   	1715    	R	8       
          36	turtle    	148     	F	8       
          36	chicken   	690     	F	9       
          36	wfrog     	781     	R	8       
          36	wfrog     	1740    	F	8       
          36	wfrog     	1880    	R	8       
          36	coelacanth	1459    	F	8       
          36	coelacanth	1933    	R	8       
          36	coelacanth	1938    	R	8       

          37	human     	773     	F	10      
          37	orangutan 	1278    	F	10      
          37	gibbon    	377     	F	8       
          37	gibbon    	584     	R	8       
          37	gibbon    	1132    	R	8       
          37	gibbon    	1648    	R	8       
          37	gibbon    	1692    	R	8       
          37	baboon    	1721    	F	10      
          37	macaque   	775     	F	10      
          37	galago    	801     	F	9       
          37	galago    	1963    	R	9       
          37	rabbit    	1416    	R	8       
          37	rabbit    	1649    	R	8       
          37	rabbit    	1654    	R	8       
          37	gpig      	81      	F	8       
          37	gpig      	528     	F	8       
          37	gpig      	1044    	F	8       
          37	gpig      	1401    	R	8       
          37	gpig      	1473    	R	8       
          37	gpig      	1519    	F	8       
          37	mouse     	232     	R	8       
          37	mouse     	869     	R	8       
          37	mouse     	1771    	F	8       
          37	mouse     	1886    	R	8       
          37	nrat      	947     	R	8       
          37	nrat      	1533    	R	8       
          37	nrat      	1685    	R	8       
          37	nrat      	1762    	F	8       
          37	nrat      	1820    	F	8       
          37	squirrel  	1453    	R	8       
          37	squirrel  	1686    	R	8       
          37	eushrew   	64      	F	8       
          37	eushrew   	207     	F	8       
          37	eushrew   	621     	F	8       
          37	eushrew   	1209    	F	8       
          37	eushrew   	1334    	R	8       
          37	eushrew   	1568    	R	8       
          37	megabat   	443     	F	8       
          37	megabat   	1690    	F	8       
          37	microbat  	409     	F	9       
          37	orca      	1546    	R	8       
          37	orca      	1631    	R	8       
          37	orca      	1751    	F	8       
          37	dolphin   	1316    	R	8       
          37	dolphin   	1401    	R	8       
          37	dolphin   	1520    	F	8       
          37	dolphin   	1751    	F	8       
          37	sheep     	1469    	F	8       
          37	sheep     	1638    	R	8       
          37	sheep     	1723    	R	8       
          37	sheep     	1819    	F	8       
          37	cow       	1505    	R	9       
          37	horse     	744     	F	8       
          37	horse     	1267    	R	8       
          37	horse     	1635    	R	8       
          37	horse     	1720    	R	8       
          37	rhino     	738     	F	9       
          37	cat       	711     	F	9       
          37	ferret    	283     	F	9       
          37	dog       	743     	F	9       
          37	walrus    	742     	F	9       
          37	panda     	470     	F	9       
          37	armadillo 	793     	F	8       
          37	armadillo 	829     	F	8       
          37	armadillo 	1011    	R	8       
          37	armadillo 	1466    	F	8       
          37	armadillo 	1636    	R	8       
          37	armadillo 	1723    	R	8       
          37	elephant  	1130    	R	9       
          37	manatee   	1119    	R	8       
          37	manatee   	1350    	R	8       
          37	manatee   	1436    	R	8       
          37	manatee   	1537    	F	8       
          37	manatee   	1657    	R	8       
          37	turtle    	1659    	F	9       
          37	chicken   	690     	R	8       
          37	wfrog     	148     	F	7       
          37	wfrog     	257     	R	7       
          37	wfrog     	310     	F	7       
          37	wfrog     	522     	F	7       
          37	wfrog     	884     	F	7       
          37	wfrog     	1653    	F	7       
          37	wfrog     	1694    	F	7       
          37	wfrog     	1796    	F	7       
          37	wfrog     	1880    	F	7       
          37	coelacanth	1938    	F	8       

          38	human     	1101    	F	9       
          38	human     	1223    	F	9       
          38	human     	1590    	F	9       
          38	orangutan 	1606    	F	10      
          38	gibbon    	312     	F	8       
          38	gibbon    	1368    	R	8       
          38	baboon    	1769    	F	8       
          38	macaque   	1102    	F	9       
          38	macaque   	1224    	F	9       
          38	macaque   	1589    	F	9       
          38	galago    	1138    	R	8       
          38	galago    	1524    	R	8       
          38	rabbit    	720     	R	9       
          38	rabbit    	929     	F	9       
          38	gpig      	933     	F	9       
          38	gpig      	1185    	F	9       
          38	mouse     	1817    	R	8       
          38	nrat      	1866    	R	8       
          38	squirrel  	957     	F	8       
          38	squirrel  	1134    	F	8       
          38	squirrel  	1255    	R	8       
          38	squirrel  	1618    	F	8       
          38	squirrel  	1859    	F	8       
          38	eushrew   	484     	R	8       
          38	eushrew   	1265    	R	8       
          38	eushrew   	1970    	R	8       
          38	megabat   	1231    	R	9       
          38	microbat  	1238    	R	10      
          38	orca      	1797    	R	9       
          38	dolphin   	1565    	R	9       
          38	dolphin   	1797    	R	9       
          38	sheep     	1594    	F	9       
          38	cow       	1486    	F	9       
          38	horse     	1091    	R	9       
          38	horse     	1591    	F	9       
          38	rhino     	1942    	R	9       
          38	cat       	1546    	F	9       
          38	ferret    	1324    	F	9       
          38	dog       	391     	R	8       
          38	dog       	755     	F	8       
          38	dog       	1484    	R	8       
          38	dog       	1778    	R	8       
          38	dog       	1838    	R	8       
          38	dog       	1895    	R	8       
          38	walrus    	1582    	F	9       
          38	panda     	830     	R	8       
          38	panda     	1216    	R	8       
          38	panda     	1287    	F	8       
          38	panda     	1479    	F	8       
          38	panda     	1612    	R	8       
          38	armadillo 	1170    	R	8       
          38	armadillo 	1518    	R	8       
          38	armadillo 	1554    	R	8       
          38	armadillo 	1887    	R	8       
          38	elephant  	872     	F	9       
          38	manatee   	747     	F	8       
          38	manatee   	808     	F	8       
          38	manatee   	1095    	F	8       
          38	manatee   	1232    	R	8       
          38	manatee   	1583    	R	8       
          38	manatee   	1682    	F	8       
          38	manatee   	1775    	F	8       
          38	turtle    	182     	R	7       
          38	turtle    	191     	R	7       
          38	turtle    	587     	F	7       
          38	turtle    	819     	R	7       
          38	turtle    	822     	F	7       
          38	turtle    	1065    	F	7       
          38	turtle    	1070    	R	7       
          38	chicken   	234     	F	8       
          38	chicken   	636     	R	8       
          38	chicken   	955     	F	8       
          38	chicken   	1006    	F	8       
          38	chicken   	1459    	R	8       
          38	chicken   	1498    	F	8       
          38	wfrog     	137     	R	8       
          38	wfrog     	1686    	R	8       
          38	coelacanth	883     	F	8       

          39	human     	776     	F	10      
          39	orangutan 	1281    	F	10      
          39	gibbon    	577     	F	8       
          39	baboon    	1724    	F	10      
          39	macaque   	778     	F	10      
          39	galago    	804     	F	9       
          39	galago    	1960    	R	9       
          39	rabbit    	456     	F	9       
          39	gpig      	56      	R	8       
          39	gpig      	254     	R	8       
          39	gpig      	531     	F	8       
          39	gpig      	1192    	F	8       
          39	gpig      	1422    	R	8       
          39	gpig      	1465    	R	8       
          39	gpig      	1631    	R	8       
          39	mouse     	1051    	R	8       
          39	mouse     	1577    	R	8       
          39	mouse     	1657    	R	8       
          39	mouse     	1773    	R	8       
          39	mouse     	1774    	F	8       
          39	mouse     	1883    	R	8       
          39	mouse     	1888    	R	8       
          39	nrat      	992     	R	8       
          39	nrat      	1100    	R	8       
          39	nrat      	1706    	R	8       
          39	nrat      	1822    	R	8       
          39	nrat      	1823    	F	8       
          39	squirrel  	1395    	F	8       
          39	squirrel  	1474    	R	8       
          39	squirrel  	1573    	R	8       
          39	squirrel  	1683    	R	8       
          39	squirrel  	1688    	R	8       
          39	eushrew   	67      	F	8       
          39	eushrew   	72      	R	8       
          39	eushrew   	1355    	R	8       
          39	eushrew   	1449    	F	8       
          39	eushrew   	1565    	R	8       
          39	eushrew   	1570    	R	8       
          39	megabat   	446     	F	9       
          39	microbat  	412     	F	10      
          39	orca      	940     	R	8       
          39	orca      	1652    	R	8       
          39	orca      	1696    	R	8       
          39	dolphin   	710     	R	8       
          39	dolphin   	1422    	R	8       
          39	dolphin   	1466    	R	8       
          39	sheep     	709     	F	8       
          39	sheep     	743     	F	8       
          39	sheep     	1330    	F	8       
          39	sheep     	1744    	R	8       
          39	sheep     	1787    	R	8       
          39	cow       	638     	F	8       
          39	cow       	1223    	F	8       
          39	cow       	1635    	R	8       
          39	cow       	1678    	R	8       
          39	cow       	1959    	R	8       
          39	horse     	747     	F	9       
          39	rhino     	741     	F	9       
          39	cat       	590     	F	8       
          39	cat       	659     	F	8       
          39	cat       	714     	F	8       
          39	cat       	1297    	F	8       
          39	cat       	1420    	F	8       
          39	cat       	1695    	R	8       
          39	cat       	1738    	R	8       
          39	ferret    	125     	R	8       
          39	ferret    	232     	F	8       
          39	ferret    	286     	F	8       
          39	ferret    	1068    	F	8       
          39	ferret    	1473    	R	8       
          39	ferret    	1911    	F	8       
          39	dog       	746     	F	9       
          39	walrus    	599     	R	8       
          39	walrus    	690     	F	8       
          39	walrus    	745     	F	8       
          39	walrus    	1327    	R	8       
          39	walrus    	1329    	F	8       
          39	walrus    	1731    	R	8       
          39	walrus    	1774    	R	8       
          39	walrus    	1942    	R	8       
          39	panda     	328     	R	8       
          39	panda     	358     	F	8       
          39	panda     	418     	F	8       
          39	panda     	473     	F	8       
          39	panda     	1025    	F	8       
          39	panda     	1154    	F	8       
          39	panda     	1194    	R	8       
          39	panda     	1455    	R	8       
          39	panda     	1850    	F	8       
          39	armadillo 	735     	R	8       
          39	armadillo 	819     	R	8       
          39	armadillo 	832     	F	8       
          39	armadillo 	1013    	R	8       
          39	armadillo 	1086    	R	8       
          39	armadillo 	1350    	F	8       
          39	armadillo 	1744    	R	8       
          39	armadillo 	1787    	R	8       
          39	armadillo 	1805    	R	8       
          39	armadillo 	1936    	R	8       
          39	elephant  	1127    	R	9       
          39	manatee   	303     	R	9       
          39	manatee   	415     	F	9       
          39	turtle    	556     	F	8       
          39	chicken   	974     	R	9       
          39	wfrog     	131     	F	7       
          39	wfrog     	151     	F	7       
          39	wfrog     	254     	R	7       
          39	wfrog     	297     	R	7       
          39	wfrog     	1686    	R	7       
          39	wfrog     	1805    	F	7       
          39	wfrog     	1912    	F	7       
          39	wfrog     	1930    	R	7       
          39	wfrog     	1931    	F	7       
          39	coelacanth	650     	F	8       

          40	human     	8       	F	8       
          40	human     	298     	R	8       
          40	human     	542     	F	8       
          40	human     	799     	F	8       
          40	human     	1329    	R	8       
          40	human     	1630    	F	8       
          40	human     	1665    	F	8       
          40	human     	1716    	F	8       
          40	orangutan 	797     	R	8       
          40	orangutan 	1046    	F	8       
          40	orangutan 	1304    	F	8       
          40	orangutan 	1835    	R	8       
          40	gibbon    	92      	R	9       
          40	baboon    	383     	R	8       
          40	baboon    	1144    	F	8       
          40	baboon    	1234    	R	8       
          40	baboon    	1487    	F	8       
          40	macaque   	198     	F	8       
          40	macaque   	288     	R	8       
          40	macaque   	801     	F	8       
          40	macaque   	1328    	R	8       
          40	macaque   	1664    	F	8       
          40	macaque   	1715    	F	8       
          40	galago    	1636    	F	9       
          40	rabbit    	63      	F	9       
          40	rabbit    	1326    	F	9       
          40	gpig      	537     	F	8       
          40	gpig      	1397    	F	8       
          40	mouse     	1159    	R	8       
          40	mouse     	1448    	F	8       
          40	mouse     	1522    	F	8       
          40	mouse     	1581    	F	8       
          40	nrat      	49      	F	9       
          40	squirrel  	971     	R	8       
          40	squirrel  	1047    	R	8       
          40	squirrel  	1194    	F	8       
          40	squirrel  	1449    	F	8       
          40	eushrew   	791     	R	9       
          40	megabat   	309     	F	8       
          40	megabat   	924     	R	8       
          40	megabat   	1311    	F	8       
          40	megabat   	1395    	F	8       
          40	megabat   	1676    	R	8       
          40	microbat  	1310    	F	9       
          40	microbat  	1676    	R	9       
          40	orca      	1542    	F	9       
          40	dolphin   	1312    	F	9       
          40	sheep     	1634    	F	9       
          40	cow       	1526    	F	9       
          40	horse     	332     	F	9       
          40	horse     	1631    	F	9       
          40	rhino     	1339    	R	9       
          40	rhino     	1632    	F	9       
          40	cat       	660     	R	9       
          40	cat       	1586    	F	9       
          40	ferret    	233     	R	8       
          40	ferret    	1448    	F	8       
          40	ferret    	1729    	R	8       
          40	ferret    	1931    	F	8       
          40	dog       	690     	R	9       
          40	walrus    	691     	R	9       
          40	panda     	419     	R	9       
          40	armadillo 	1632    	F	10      
          40	elephant  	525     	F	8       
          40	elephant  	587     	F	8       
          40	elephant  	1307    	R	8       
          40	elephant  	1362    	F	8       
          40	elephant  	1448    	F	8       
          40	elephant  	1534    	R	8       
          40	elephant  	1709    	R	8       
          40	manatee   	1115    	F	9       
          40	turtle    	148     	F	7       
          40	turtle    	192     	F	7       
          40	turtle    	325     	R	7       
          40	turtle    	468     	F	7       
          40	turtle    	491     	F	7       
          40	turtle    	557     	R	7       
          40	turtle    	1144    	F	7       
          40	turtle    	1730    	F	7       
          40	chicken   	682     	R	8       
          40	chicken   	1146    	R	8       
          40	wfrog     	136     	F	9       
          40	coelacanth	432     	F	7       
          40	coelacanth	774     	R	7       
          40	coelacanth	779     	F	7       
          40	coelacanth	884     	R	7       
          40	coelacanth	1844    	F	7       
          40	coelacanth	1943    	R	7       
